960.0000000 0.9353119 0.8794436 0.7452328
960.1000000 0.9345466 0.8792185 0.7492047
960.2000000 0.9337812 0.8789935 0.7531765
960.3000000 0.9379925 0.8887589 0.7760098
960.4000000 0.9521737 0.9185388 0.8366293
960.5000000 0.9663549 0.9483188 0.8972488
960.6000000 0.9467488 0.9112828 0.8326193
960.7000000 0.9101362 0.8406156 0.7049468
960.8000000 0.8735236 0.7699485 0.5772743
960.9000000 0.9038628 0.8260764 0.6698755
961.0000000 0.9344260 0.8826286 0.7632135
961.1000000 0.9532824 0.9178134 0.8231280
961.2000000 0.9480890 0.9091029 0.8143798
961.3000000 0.9428956 0.9003924 0.8056316
961.4000000 0.9472463 0.9095314 0.8247966
961.5000000 0.9565706 0.9279725 0.8585081
961.6000000 0.9658950 0.9464136 0.8922197
961.7000000 0.9506235 0.9173161 0.8462361
961.8000000 0.9350195 0.8875759 0.7991750
961.9000000 0.9251353 0.8680429 0.7656110
962.0000000 0.9276796 0.8706887 0.7613746
962.1000000 0.9302239 0.8733345 0.7571382
962.2000000 0.9199123 0.8550017 0.7245504
962.3000000 0.9024614 0.8250188 0.6762178
962.4000000 0.8850105 0.7950358 0.6278852
962.5000000 0.9047029 0.8305625 0.6855202
962.6000000 0.9255451 0.8681171 0.7464354
962.7000000 0.9378161 0.8899047 0.7819664
962.8000000 0.9297273 0.8742398 0.7572002
962.9000000 0.9216384 0.8585749 0.7324340
963.0000000 0.9284411 0.8715547 0.7541172
963.1000000 0.9443011 0.9019568 0.8040517
963.2000000 0.9601611 0.9323590 0.8539863
963.3000000 0.9666410 0.9475572 0.8920455
963.4000000 0.9725919 0.9618978 0.9294348
963.5000000 0.9749294 0.9677285 0.9455752
963.6000000 0.9675306 0.9506285 0.9044581
963.7000000 0.9601318 0.9335285 0.8633409
963.8000000 0.9393205 0.8916907 0.7828145
963.9000000 0.9093409 0.8329430 0.6753496
964.0000000 0.8793614 0.7741954 0.5678847
964.1000000 0.9005539 0.8151626 0.6429225
964.2000000 0.9264055 0.8652085 0.7345767
964.3000000 0.9483214 0.9081861 0.8145578
964.4000000 0.9576627 0.9285804 0.8572431
964.5000000 0.9670040 0.9489747 0.8999285
964.6000000 0.9505519 0.9173056 0.8445134
964.7000000 0.9137890 0.8446401 0.7118508
964.8000000 0.8770261 0.7719746 0.5791881
964.9000000 0.9030056 0.8226248 0.6682232
965.0000000 0.9375570 0.8901227 0.7875472
965.1000000 0.9653525 0.9444759 0.8837964
965.2000000 0.9660211 0.9460509 0.8873958
965.3000000 0.9666898 0.9476259 0.8909952
965.4000000 0.9639626 0.9415669 0.8776394
965.5000000 0.9580787 0.9284114 0.8485222
965.6000000 0.9521947 0.9152558 0.8194049
965.7000000 0.9536985 0.9186585 0.8273748
965.8000000 0.9566478 0.9253011 0.8426016
965.9000000 0.9595645 0.9319016 0.8578381
