360  0.936  0.523  0.431  0.000  0.365
370  0.941  0.594  0.477  0.000  0.390
400  0.959  0.767  0.596  0.000  0.426
482  0.937  0.856  0.742  0.354  0.430
626  0.954  0.803  0.846  0.000  0.432
767  0.954  0.824  0.875  0.000  0.449
900  0.970  0.849  0.883  0.000  0.468
