98	359.6000	0.0121691
98	359.9690	0.0165838
98	360.3380	0.02133
98	360.7070	0.0255058
98	361.0760	0.0285446
98	361.4450	0.0303369
98	361.8140	0.0304335
98	362.1830	0.0291146
98	362.5520	0.0264315
98	362.9210	0.0227387
98	363.2900	0.0187265
97	363.2900	0.0183688
97	363.6660	0.0250993
97	364.0420	0.0323077
97	364.4180	0.0385997
97	364.7940	0.0431009
97	365.1700	0.0456485
97	365.5460	0.0455883
97	365.9220	0.0433793
97	366.2980	0.0391425
97	366.6740	0.0334491
97	367.0500	0.0273497
96	367.0500	0.0268273
96	367.4350	0.03638
96	367.8200	0.0464577
96	368.2050	0.0550511
96	368.5900	0.0609538
96	368.9750	0.0640026
96	369.3600	0.0633613
96	369.7450	0.0597597
96	370.1300	0.053444
96	370.5150	0.0452625
96	370.9000	0.036678
95	370.9000	0.0359774
95	371.2920	0.0483358
95	371.6840	0.0611563
95	372.0760	0.0718054
95	372.4680	0.0787837
95	372.8600	0.0819828
95	373.2520	0.0804425
95	373.6440	0.0752072
95	374.0360	0.0666795
95	374.4280	0.0559922
95	374.8200	0.0449924
94	374.8200	0.044133
94	375.2210	0.0587972
94	375.6220	0.0737788
94	376.0230	0.0859252
94	376.4240	0.0935324
94	376.8250	0.0965863
94	377.2260	0.094074
94	377.6270	0.087332
94	378.0280	0.0769114
94	378.4290	0.0641772
94	378.8300	0.0512661
93	378.8300	0.0502868
93	379.2400	0.0666237
93	379.6500	0.0831751
93	380.0600	0.0964202
93	380.4700	0.1045151
93	380.8800	0.1075152
93	381.2900	0.1043542
93	381.7000	0.0965679
93	382.1100	0.0847984
93	382.5200	0.0705697
93	382.9300	0.056234
92	382.9300	0.0551598
92	383.3480	0.0729079
92	383.7660	0.0908204
92	384.1840	0.105065
92	384.6020	0.1136621
92	385.0200	0.1167068
92	385.4380	0.1130754
92	385.8560	0.1044629
92	386.2740	0.0915851
92	386.6920	0.0761023
92	387.1100	0.0605554
91	387.1100	0.0593987
91	387.5380	0.0784034
91	387.9660	0.0975391
91	388.3940	0.1126977
91	388.8220	0.1217753
91	389.2500	0.1248961
91	389.6780	0.120879
91	390.1060	0.1115568
91	390.5340	0.0977081
91	390.9620	0.0811145
91	391.3900	0.0644872
90	391.3900	0.0632554
90	391.8270	0.0834234
90	392.2640	0.103704
90	392.7010	0.1197371
90	393.1380	0.129302
90	393.5750	0.1325456
90	394.0120	0.1282266
90	394.4490	0.1182975
90	394.8860	0.1035872
90	395.3230	0.085983
90	395.7600	0.0683546
89	395.7600	0.067049
89	396.2070	0.0884318
89	396.6540	0.1099471
89	397.1010	0.1269771
89	397.5480	0.1371669
89	397.9950	0.1406678
89	398.4420	0.1361539
89	398.8890	0.1256859
89	399.3360	0.1101313
89	399.7830	0.0914841
89	400.2300	0.0727884
88	400.2300	0.071398
88	400.6880	0.0942554
88	401.1460	0.1173023
88	401.6040	0.1356081
88	402.0620	0.1466397
88	402.5200	0.1505341
88	402.9780	0.1458465
88	403.4360	0.1347592
88	403.8940	0.1181848
88	404.3520	0.0982517
88	404.8100	0.0782275
87	404.8100	0.0767332
87	405.2770	0.1013564
87	405.7440	0.1261954
87	406.2110	0.1459299
87	406.6780	0.1578147
87	407.1450	0.1619833
87	407.6120	0.1568769
87	408.0790	0.144852
87	408.5460	0.1269091
87	409.0130	0.1053626
87	409.4800	0.0837449
86	409.4800	0.0821453
86	409.9590	0.1082735
86	410.4380	0.1344576
86	410.9170	0.1549805
86	411.3960	0.1669129
86	411.8750	0.1704279
86	412.3540	0.1639733
86	412.8330	0.1501733
86	413.3120	0.1302611
86	413.7910	0.1068424
86	414.2700	0.0836956
85	414.2700	0.0820969
85	414.7610	0.1063055
85	415.2520	0.1292689
85	415.7430	0.1453863
85	416.2340	0.1521938
85	416.7250	0.1503973
85	417.2160	0.1393602
85	417.7070	0.1222216
85	418.1980	0.1008341
85	418.6890	0.0780124
85	419.1800	0.0570442
84	419.1800	0.035725
84	419.6820	0.0510986
84	420.1840	0.0683662
84	420.6860	0.0843933
84	421.1880	0.0968649
84	421.6900	0.1049853
84	422.1920	0.1068772
84	422.6940	0.1033117
84	423.1960	0.0944105
84	423.6980	0.0814825
84	424.2000	0.0671211
83	424.2000	0.065839
83	424.7140	0.0897529
83	425.2280	0.1149662
83	425.7420	0.1363726
83	426.2560	0.1508697
83	426.7700	0.1580116
83	427.2840	0.1557762
83	427.7980	0.146085
83	428.3120	0.1297112
83	428.8260	0.108913
83	429.3400	0.0873773
82	429.3400	0.0857083
82	429.8660	0.1138241
82	430.3920	0.1421489
82	430.9180	0.1645409
82	431.4440	0.1778302
82	431.9700	0.1821936
82	432.4960	0.1759844
82	433.0220	0.1619963
82	433.5480	0.1414867
82	434.0740	0.1171356
82	434.6000	0.0929041
81	434.6000	0.0911295
81	435.1400	0.1199832
81	435.6800	0.1490331
81	436.2200	0.1720592
81	436.7600	0.1858801
81	437.3000	0.190677
81	437.8400	0.1846105
81	438.3800	0.1704332
81	438.9200	0.1492992
81	439.4600	0.1239161
81	440.0000	0.0984374
80	440.0000	0.0965571
80	440.5540	0.1271502
80	441.1080	0.1577109
80	441.6620	0.1815778
80	442.2160	0.1954211
80	442.7700	0.1995546
80	443.3240	0.1922365
80	443.8780	0.1765463
80	444.4320	0.1538548
80	444.9860	0.1270774
80	445.5400	0.1005152
79	445.5400	0.0985952
79	446.1070	0.1293598
79	446.6740	0.1599846
79	447.2410	0.1837844
79	447.8080	0.1974764
79	448.3750	0.2014401
79	448.9420	0.1939444
79	449.5090	0.178094
79	450.0760	0.155245
79	450.6430	0.1283005
79	451.2100	0.101565
78	451.2100	0.099625
78	451.7920	0.1308432
78	452.3740	0.1620043
78	452.9560	0.1863327
78	453.5380	0.2004667
78	454.1200	0.204745
78	454.7020	0.1973593
78	455.2840	0.1814238
78	455.8660	0.1582898
78	456.4480	0.1309043
78	457.0300	0.1036686
77	457.0300	0.1016884
77	457.6280	0.1335701
77	458.2260	0.1653476
77	458.8240	0.1900733
77	459.4220	0.2043014
77	460.0200	0.2083838
77	460.6180	0.2005158
77	461.2160	0.1839325
77	461.8140	0.1600832
77	462.4120	0.1320259
77	463.0100	0.1042501
76	463.0100	0.1022587
76	463.6230	0.1338952
76	464.2360	0.165214
76	464.8490	0.1893036
