76	465.4620	0.2028257
76	466.0750	0.2062456
76	466.6880	0.1978878
76	467.3010	0.1810356
76	467.9140	0.1571714
76	468.5270	0.1293293
76	469.1400	0.1019092
75	469.1400	0.0999626
75	469.7700	0.1306383
75	470.4000	0.1609233
75	471.0300	0.1841199
75	471.6600	0.1970355
75	472.2900	0.2001716
75	472.9200	0.1919357
75	473.5500	0.1755291
75	474.1800	0.1523853
75	474.8100	0.1254277
75	475.4400	0.0988978
74	475.4400	0.0970088
74	476.0860	0.126908
74	476.7320	0.1565466
74	477.3780	0.1794284
74	478.0240	0.1924231
74	478.6700	0.1959699
74	479.3160	0.1884364
74	479.9620	0.1728714
74	480.6080	0.1505965
74	481.2540	0.1244113
74	481.9000	0.0984692
73	481.9000	0.0965883
73	482.5650	0.1268549
73	483.2300	0.1570865
73	483.8950	0.180715
73	484.5600	0.194472
73	485.2250	0.198671
73	485.8900	0.1915457
73	486.5550	0.1761143
73	487.2200	0.1536888
73	487.8850	0.1271309
73	488.5500	0.1007135
72	488.5500	0.0987897
72	489.2330	0.1298225
72	489.9160	0.1608092
72	490.5990	0.1850102
72	491.2820	0.1990733
72	491.9650	0.2033273
72	492.6480	0.1959768
72	493.3310	0.180121
72	494.0140	0.1571142
72	494.6970	0.1298952
72	495.3800	0.1028404
71	495.3800	0.100876
71	496.0830	0.1324715
71	496.7860	0.1639664
71	497.4890	0.1884926
71	498.1920	0.2026555
71	498.8950	0.2068179
71	499.5980	0.1991834
71	500.3010	0.1829305
71	501.0040	0.159455
71	501.7070	0.131752
71	502.4100	0.104261
70	502.4100	0.1022695
70	503.1330	0.1342553
70	503.8560	0.1661438
70	504.5790	0.1909933
70	505.3020	0.2053786
70	506.0250	0.209671
70	506.7480	0.2020388
70	507.4710	0.1856844
70	508.1940	0.1619969
70	508.9170	0.1339892
70	509.6400	0.1061541
69	509.6400	0.1041264
69	510.3840	0.1368728
69	511.1280	0.1696232
69	511.8720	0.1952834
69	512.6160	0.2103135
69	513.3600	0.2150422
69	514.1040	0.2075372
69	514.8480	0.1910334
69	515.5920	0.1669182
69	516.3360	0.138265
69	517.0800	0.1096976
68	517.0800	0.1076023
68	517.8460	0.1416368
68	518.6120	0.1757504
68	519.3780	0.2025714
68	520.1440	0.2183873
68	520.9100	0.2234975
68	521.6760	0.2158601
68	522.4420	0.1988147
68	523.2080	0.1737956
68	523.9740	0.1440046
68	524.7400	0.114268
67	524.7400	0.1120853
67	525.5290	0.1475375
67	526.3180	0.1830449
67	527.1070	0.2109197
67	527.8960	0.2272961
67	528.6850	0.2324966
67	529.4740	0.2244164
67	530.2630	0.2065534
67	531.0520	0.1804238
67	531.8410	0.1493759
67	532.6300	0.1184307
66	532.6300	0.1161685
66	533.4430	0.1527781
66	534.2560	0.1893805
66	535.0690	0.2180306
66	535.8820	0.2347599
66	536.6950	0.2399368
66	537.5080	0.2314239
66	538.3210	0.2128593
66	539.1340	0.1858237
66	539.9470	0.1537727
66	540.7600	0.1218716
65	540.7600	0.1195436
65	541.5980	0.1571756
65	542.4360	0.1948037
65	543.2740	0.2242689
65	544.1120	0.2414992
65	544.9500	0.2468742
65	545.7880	0.2381858
65	546.6260	0.2191614
65	547.4640	0.1914099
65	548.3020	0.1584731
65	549.1400	0.1256628
64	549.1400	0.1232624
64	550.0050	0.162158
64	550.8700	0.2010964
64	551.7350	0.231639
64	552.6000	0.2495452
64	553.4650	0.2551694
64	554.3300	0.2462014
64	555.1950	0.2264851
64	556.0600	0.1976853
64	556.9250	0.1634717
64	557.7900	0.1293651
63	557.7900	0.126894
63	558.6820	0.1664069
63	559.5740	0.2054373
63	560.4660	0.2351969
63	561.3580	0.2510308
63	562.2500	0.2527625
63	563.1420	0.2379254
63	564.0340	0.2107695
63	564.9260	0.1740632
63	565.8180	0.1332296
63	566.7100	0.095877
62	566.7100	0.0940456
62	567.6310	0.1108585
62	568.5520	0.1238501
62	569.4730	0.1320903
62	570.3940	0.1389669
62	571.3150	0.1469666
62	572.2360	0.1516163
62	573.1570	0.1504531
62	574.0780	0.1402379
62	574.9990	0.1208669
62	575.9200	0.0964104
61	575.9200	0.0945689
61	576.8720	0.1211419
61	577.8240	0.1421154
61	578.7760	0.150842
61	579.7280	0.1461125
61	580.6800	0.1312813
61	581.6320	0.1088496
61	582.5840	0.0842361
61	583.5360	0.060769
61	584.4880	0.0411937
61	585.4400	0.0270505
60	585.4400	0.1024979
60	586.4240	0.1310898
60	587.4080	0.159409
60	588.3920	0.1815627
60	589.3760	0.1949387
60	590.3600	0.2001032
60	591.3440	0.1950695
60	592.3280	0.1823162
60	593.3120	0.162437
60	594.2960	0.1376547
60	595.2800	0.1119992
59	595.2800	0.1098598
59	596.2970	0.1486122
59	597.3140	0.1894149
59	598.3310	0.2237646
59	599.3480	0.2463478
59	600.3650	0.2561735
59	601.3820	0.2500452
59	602.3990	0.2316563
59	603.4160	0.2028937
59	604.4330	0.1678859
59	605.4500	0.1326832
58	605.4500	0.1301488
58	606.5030	0.170252
58	607.5560	0.2096466
58	608.6090	0.2396601
58	609.6620	0.2563293
58	610.7150	0.2605422
58	611.7680	0.250224
58	612.8210	0.229354
58	613.8740	0.1996078
58	614.9270	0.1646658
58	615.9800	0.1300416
57	615.9800	0.1275577
57	617.0700	0.1669621
57	618.1600	0.2057673
57	619.2500	0.2352003
57	620.3400	0.2509944
57	621.4300	0.2537836
57	622.5200	0.2418173
57	623.6100	0.2195198
57	624.7000	0.1890532
57	625.7900	0.1543405
57	626.8800	0.1207313
56	626.8800	0.1184251
56	628.0100	0.1537483
56	629.1400	0.1884184
56	630.2700	0.2148771
56	631.4000	0.2296881
56	632.5300	0.2335277
56	633.6600	0.2244715
56	634.7900	0.2060803
56	635.9200	0.1798059
56	637.0500	0.1488577
56	638.1800	0.1181045
55	638.1800	0.1158485
55	639.3500	0.1525417
55	640.5200	0.1893364
55	641.6900	0.2182185
55	642.8600	0.2350985
55	644.0300	0.2402276
55	645.2000	0.231395
55	646.3700	0.2122603
55	647.5400	0.1845247
55	648.7100	0.1518089
55	649.8800	0.1194014
54	649.8800	0.1171206
54	651.0950	0.1524758
54	652.3100	0.1867893
54	653.5250	0.2122526
54	654.7400	0.2253637
54	655.9550	0.2270153
54	657.1700	0.2157851
54	658.3850	0.1956657
54	659.6000	0.1685355
54	660.8150	0.1377854
54	662.0300	0.1080531
53	662.0300	0.1059891
53	663.2910	0.1380815
53	664.5520	0.1699026
53	665.8130	0.1945832
53	667.0740	0.2088517
53	668.3350	0.2131847
53	669.5960	0.2057034
53	670.8570	0.1895546
53	672.1180	0.1659827
53	673.3790	0.1378904
53	674.6400	0.1097709
52	674.6400	0.1076741
52	675.9490	0.142264
52	677.2580	0.1771817
52	678.5670	0.2049128
52	679.8760	0.2215361
52	681.1850	0.227184
52	682.4940	0.2196739
52	683.8030	0.2023645
52	685.1120	0.1767456
52	686.4210	0.1461618
52	687.7300	0.1156322
51	687.7300	0.1134234
51	689.0920	0.148687
51	690.4540	0.1835364
51	691.8160	0.2102362
51	693.1780	0.2250788
51	694.5400	0.2286312
51	695.9020	0.2191147
51	697.2640	0.2002425
51	698.6260	0.1737054
51	699.9880	0.142877
51	701.3500	0.1126015
50	701.3500	0.1104507
50	702.9200	0.1444222
50	704.4900	0.1781472
50	706.0600	0.2042864
50	707.6300	0.2192881
50	709.2000	0.2236149
50	710.7700	0.2153369
50	712.3400	0.1978503
50	713.9100	0.1725936
50	715.4800	0.1427398
50	717.0500	0.1130565
49	715.5100	0.1106653
49	717.1280	0.1454039
49	718.7460	0.1800514
49	720.3640	0.2070157
49	721.9820	0.2225096
49	723.6000	0.2268992
49	725.2180	0.2182167
49	726.8360	0.199996
49	728.4540	0.173857
49	730.0720	0.1431725
49	731.6900	0.1128546
48	730.2600	0.1109645
48	731.9270	0.1450665
48	733.5940	0.1786861
48	735.2610	0.2043707
48	736.9280	0.2185868
48	738.5950	0.2219221
48	740.2620	0.2126534
48	741.9290	0.1943654
48	743.5960	0.1686624
48	745.2630	0.1387841
48	746.9300	0.1094144
47	745.6300	0.1075308
47	747.3490	0.1406257
47	749.0680	0.1734285
47	750.7870	0.1987461
47	752.5060	0.2131058
47	754.2250	0.2169789
47	755.9440	0.2085454
47	757.6630	0.1911787
47	759.3820	0.1663578
47	761.1010	0.1372195
47	762.8200	0.108392
46	761.6700	0.1063624
46	763.4440	0.1393585
46	765.2180	0.1720882
46	766.9920	0.1973432
46	768.7660	0.2116169
46	770.5400	0.2153595
46	772.3140	0.2067899
46	774.0880	0.1893172
46	775.8620	0.164478
46	777.6360	0.1354384
46	779.4100	0.1068034
45	778.4000	0.1048986
45	780.2330	0.1372029
45	782.0660	0.1691621
45	783.8990	0.1937391
45	785.7320	0.2075597
45	787.5650	0.2111228
45	789.3980	0.2027077
45	791.2310	0.1856464
45	793.0640	0.1614076
45	794.8970	0.133048
45	796.7300	0.1050495
44	795.8900	0.103089
44	797.7840	0.1350201
44	799.6780	0.1667074
44	801.5720	0.1911868
44	803.4660	0.2050628
44	805.3600	0.2087565
44	807.2540	0.2005145
44	809.1480	0.1836107
44	811.0420	0.159517
44	812.9360	0.1313082
44	814.8300	0.1034699
43	811.7300	0.101968
43	813.9350	0.1332572
43	816.1400	0.164052
43	818.3450	0.1874747
43	820.5500	0.2002646
43	822.7550	0.2029654
43	824.9600	0.1940378
43	827.1650	0.1768273
43	829.3700	0.1528865
43	831.5750	0.1252552
43	833.7800	0.0982436
